"","GO_species","DirectSM_H4","DirectSM_H5","DirectSM_H6","DirectSM_H7","SM_H4","SM_H5","SM_H6","SM_H7","GO_number","GO_description","Species","Taxonomic_ID"
"2652","GO:0008413_8-oxo-7,8-dihydroguanosine triphosphate pyrophosphatase activity|138074",2.62468200896978,0,0,0,7.95019689369948,4.44676184142285,0,0,"GO:0008413","8-oxo-7,8-dihydroguanosine triphosphate pyrophosphatase activity","Serratia symbiotica","138074"
"2653","GO:0008417_fucosyltransferase activity|138074",16.7857570341091,0,0,0,10.2901484617032,16.0251228624861,22.0861796698476,0,"GO:0008417","fucosyltransferase activity","Serratia symbiotica","138074"
"2654","GO:0008422_beta-glucosidase activity|1239307",0.122078232975339,0,0,0,1.97345312964172,0,0,0,"GO:0008422","beta-glucosidase activity","Sodalis praecaptivus","1239307"
"2655","GO:0008422_beta-glucosidase activity|138074",0.488312931901354,0,0,0,1.21226406535134,0.0839011668192991,0,0,"GO:0008422","beta-glucosidase activity","Serratia symbiotica","138074"
"2656","GO:0008422_beta-glucosidase activity|33968",0.244156465950677,0,0,0,0.0563843751326204,0,4.01566903088139,0,"GO:0008422","beta-glucosidase activity","Leuconostoc pseudomesenteroides","33968"
"2657","GO:0008422_beta-glucosidase activity|47885",1.46493879570406,0,0,0,0.169153125397861,0,0,0,"GO:0008422","beta-glucosidase activity","Pseudomonas oryzihabitans","47885"
"2658","GO:0008422_beta-glucosidase activity|82987",0.366234698926016,0,0,0,0.0563843751326204,0,0,0,"GO:0008422","beta-glucosidase activity","Tatumella ptyseos","82987"
"2659","GO:0008425_2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity|138074",1.89221261111775,0,0,127.843128281971,5.32832345003263,12.5012738560756,40.1566903088139,0,"GO:0008425","2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity","Serratia symbiotica","138074"
"2660","GO:0008428_ribonuclease inhibitor activity|138074",0.793508514339701,0,0,0,4.00329063441605,0,18.0705106389662,0,"GO:0008428","ribonuclease inhibitor activity","Serratia symbiotica","138074"
"2661","GO:0008430_selenium binding|138074",0.0610391164876693,0,0,0,0.169153125397861,0,0,0,"GO:0008430","selenium binding","Serratia symbiotica","138074"
"2662","GO:0008441_3'(2'),5'-bisphosphate nucleotidase activity|1239307",1.15974321326572,0,0,0,0,0,0,0,"GO:0008441","3'(2'),5'-bisphosphate nucleotidase activity","Sodalis praecaptivus","1239307"
"2663","GO:0008441_3'(2'),5'-bisphosphate nucleotidase activity|138074",8.48443719178603,0,0,0,6.82250939104707,6.46038984508603,44.1723593396952,0,"GO:0008441","3'(2'),5'-bisphosphate nucleotidase activity","Serratia symbiotica","138074"
"2664","GO:0008441_3'(2'),5'-bisphosphate nucleotidase activity|33968",0.0610391164876693,0,0,0,0,0,0,0,"GO:0008441","3'(2'),5'-bisphosphate nucleotidase activity","Leuconostoc pseudomesenteroides","33968"
"2665","GO:0008441_3'(2'),5'-bisphosphate nucleotidase activity|47885",2.68572112545745,0,0,0,0,0,0,0,"GO:0008441","3'(2'),5'-bisphosphate nucleotidase activity","Pseudomonas oryzihabitans","47885"
"2666","GO:0008444_CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity|138074",27.1624068370128,0,0,0,23.625053180568,16.4446286965826,46.1801938551359,0,"GO:0008444","CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity","Serratia symbiotica","138074"
"2667","GO:0008444_CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity|69218",1.28182144624106,0,0,0,0,0,0,0,"GO:0008444","CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity","Enterobacter cancerogenus","69218"
"2668","GO:0008444_CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity|82987",1.03766498029038,0,0,0,0,0,0,0,"GO:0008444","CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity","Tatumella ptyseos","82987"
"2669","GO:0008446_GDP-mannose 4,6-dehydratase activity|138074",0.427273815413685,0,3.81160996101399,0,1.07130312751979,0.755110501373692,0,0,"GO:0008446","GDP-mannose 4,6-dehydratase activity","Serratia symbiotica","138074"
"2670","GO:0008448_N-acetylglucosamine-6-phosphate deacetylase activity|138074",9.70521952153942,0,3.81160996101399,5.81105128554412,15.4775109739043,7.80280851419482,0,0,"GO:0008448","N-acetylglucosamine-6-phosphate deacetylase activity","Serratia symbiotica","138074"
"2671","GO:0008448_N-acetylglucosamine-6-phosphate deacetylase activity|33968",2.80779935843279,0,0,0,0,0,0,0,"GO:0008448","N-acetylglucosamine-6-phosphate deacetylase activity","Leuconostoc pseudomesenteroides","33968"
"2672","GO:0008448_N-acetylglucosamine-6-phosphate deacetylase activity|69218",1.34286056272872,0,0,0,0.366498438362033,0,0,0,"GO:0008448","N-acetylglucosamine-6-phosphate deacetylase activity","Enterobacter cancerogenus","69218"
"2673","GO:0008452_RNA ligase activity|470",1.28182144624106,0,0,0,0,0,0,0,"GO:0008452","RNA ligase activity","Acinetobacter baumannii","470"
"2674","GO:0008460_dTDP-glucose 4,6-dehydratase activity|138074",8.17924160934769,0,19.05804980507,11.6221025710882,8.8241547082551,18.5421578670651,0,0,"GO:0008460","dTDP-glucose 4,6-dehydratase activity","Serratia symbiotica","138074"
"2675","GO:0008460_dTDP-glucose 4,6-dehydratase activity|1914861",0.0610391164876693,0,0,0,1.0994953150861,0,0,0,"GO:0008460","dTDP-glucose 4,6-dehydratase activity","Enterobacter sp. SA187","1914861"
"2676","GO:0008465_glycerate dehydrogenase activity|1239307",0.244156465950677,0,0,0,0,0,0,0,"GO:0008465","glycerate dehydrogenase activity","Sodalis praecaptivus","1239307"
"2677","GO:0008477_purine nucleosidase activity|33968",1.52597791219173,0,0,0,0.197345312964172,0,0,0,"GO:0008477","purine nucleosidase activity","Leuconostoc pseudomesenteroides","33968"
"2678","GO:0008478_pyridoxal kinase activity|138074",13.0623709283612,0,0,0,6.70974064078183,13.17248319063,2.00783451544069,0,"GO:0008478","pyridoxal kinase activity","Serratia symbiotica","138074"
"2679","GO:0008479_queuine tRNA-ribosyltransferase activity|138074",14.8325053065036,0,0,0,18.0430000424385,13.0885820238107,38.1488557933732,0,"GO:0008479","queuine tRNA-ribosyltransferase activity","Serratia symbiotica","138074"
"2680","GO:0008479_queuine tRNA-ribosyltransferase activity|33968",1.40389967921639,0,0,0,0.648420314025135,0,0,0,"GO:0008479","queuine tRNA-ribosyltransferase activity","Leuconostoc pseudomesenteroides","33968"
"2681","GO:0008483_transaminase activity|1239307",17.2130308495227,0,0,0,11.1077219011262,0,0,0,"GO:0008483","transaminase activity","Sodalis praecaptivus","1239307"
"2682","GO:0008483_transaminase activity|138074",66.5936760880472,210.441733834659,95.2902490253498,5.81105128554412,41.2169782219455,53.3611420970742,32.1253522470511,0,"GO:0008483","transaminase activity","Serratia symbiotica","138074"
"2683","GO:0008483_transaminase activity|1914861",0.427273815413685,0,0,0,0.535651563759894,0,0,0,"GO:0008483","transaminase activity","Enterobacter sp. SA187","1914861"
"2684","GO:0008483_transaminase activity|33968",0.549352048389024,0,0,0,3.27029375769199,0,0,0,"GO:0008483","transaminase activity","Leuconostoc pseudomesenteroides","33968"
"2685","GO:0008483_transaminase activity|40216",0.610391164876693,0,0,0,0.0845765626989307,0,0,0,"GO:0008483","transaminase activity","Acinetobacter radioresistens","40216"
"2686","GO:0008483_transaminase activity|47885",10.1935324534408,0,0,0,2.79102656906471,0,0,0,"GO:0008483","transaminase activity","Pseudomonas oryzihabitans","47885"
"2687","GO:0008483_transaminase activity|548",0.122078232975339,0,0,0,0,0,0,0,"GO:0008483","transaminase activity","Klebsiella aerogenes","548"
"2688","GO:0008483_transaminase activity|571",0.85454763082737,0,0,0,0,0,0,0,"GO:0008483","transaminase activity","Klebsiella oxytoca","571"
"2689","GO:0008483_transaminase activity|69218",4.27273815413685,0,0,0,0.676612501591445,0,0,0,"GO:0008483","transaminase activity","Enterobacter cancerogenus","69218"
"2690","GO:0008483_transaminase activity|82987",2.68572112545745,0,0,0,2.56548906853423,0,0,0,"GO:0008483","transaminase activity","Tatumella ptyseos","82987"
"2691","GO:0008484_sulfuric ester hydrolase activity|138074",23.1948642653143,0,72.4205892592659,389.340436131456,18.8887656694279,32.7214550595266,0,0,"GO:0008484","sulfuric ester hydrolase activity","Serratia symbiotica","138074"
"2692","GO:0008484_sulfuric ester hydrolase activity|1914861",2.50260377599444,0,0,0,2.00164531720803,0,0,0,"GO:0008484","sulfuric ester hydrolase activity","Enterobacter sp. SA187","1914861"
"2693","GO:0008484_sulfuric ester hydrolase activity|33968",4.39481638711219,0,0,0,2.39633594313637,0,0,0,"GO:0008484","sulfuric ester hydrolase activity","Leuconostoc pseudomesenteroides","33968"
"2694","GO:0008484_sulfuric ester hydrolase activity|470",2.19740819355609,0,0,0,0.676612501591445,0,0,0,"GO:0008484","sulfuric ester hydrolase activity","Acinetobacter baumannii","470"
"2695","GO:0008484_sulfuric ester hydrolase activity|47885",1.95325172760542,0,0,0,1.32503281561658,0,0,0,"GO:0008484","sulfuric ester hydrolase activity","Pseudomonas oryzihabitans","47885"
"2696","GO:0008484_sulfuric ester hydrolase activity|82987",1.15974321326572,0,0,0,1.15587969021872,0,32.1253522470511,0,"GO:0008484","sulfuric ester hydrolase activity","Tatumella ptyseos","82987"
"2697","GO:0008495_protoheme IX farnesyltransferase activity|138074",16.7857570341091,0,0,0,6.51239532781766,11.6622621878826,44.1723593396952,0,"GO:0008495","protoheme IX farnesyltransferase activity","Serratia symbiotica","138074"
"2698","GO:0008509_anion transmembrane transporter activity|47885",0.610391164876693,0,0,0,0,0,0,0,"GO:0008509","anion transmembrane transporter activity","Pseudomonas oryzihabitans","47885"
"2699","GO:0008509_anion transmembrane transporter activity|69218",0.732469397852032,0,0,0,0.0563843751326204,0,0,0,"GO:0008509","anion transmembrane transporter activity","Enterobacter cancerogenus","69218"
"2700","GO:0008514_organic anion transmembrane transporter activity|69218",2.74676024194512,0,0,0,0,0,0,0,"GO:0008514","organic anion transmembrane transporter activity","Enterobacter cancerogenus","69218"
"2701","GO:0008514_organic anion transmembrane transporter activity|82987",0.0610391164876693,0,0,0,0,0,0,0,"GO:0008514","organic anion transmembrane transporter activity","Tatumella ptyseos","82987"
"2702","GO:0008519_ammonium transmembrane transporter activity|138074",10.2545715699284,0,0,0,10.7130312751979,16.6963321970405,0,0,"GO:0008519","ammonium transmembrane transporter activity","Serratia symbiotica","138074"
"2703","GO:0008519_ammonium transmembrane transporter activity|33968",0.671430281364362,0,0,0,0.620228126458825,0,0,0,"GO:0008519","ammonium transmembrane transporter activity","Leuconostoc pseudomesenteroides","33968"
"2704","GO:0008519_ammonium transmembrane transporter activity|47885",2.68572112545745,0,0,0,0,0,0,0,"GO:0008519","ammonium transmembrane transporter activity","Pseudomonas oryzihabitans","47885"
"2705","GO:0008521_acetyl-CoA transporter activity|138074",0.549352048389024,0,0,0,0.563843751326204,0.251703500457897,6.02350354632208,0,"GO:0008521","acetyl-CoA transporter activity","Serratia symbiotica","138074"
"2706","GO:0008531_riboflavin kinase activity|138074",19.0442043441528,0,0,0,6.68154845321552,20.6396870375476,0,832.718999538457,"GO:0008531","riboflavin kinase activity","Serratia symbiotica","138074"
"2707","GO:0008534_oxidized purine nucleobase lesion DNA N-glycosylase activity|138074",17.0299135000597,0,0,116.221025710882,6.76612501591445,3.35604667277196,0,291.45164983846,"GO:0008534","oxidized purine nucleobase lesion DNA N-glycosylase activity","Serratia symbiotica","138074"
"2708","GO:0008534_oxidized purine nucleobase lesion DNA N-glycosylase activity|69218",1.34286056272872,0,0,0,0,0,0,0,"GO:0008534","oxidized purine nucleobase lesion DNA N-glycosylase activity","Enterobacter cancerogenus","69218"
"2709","GO:0008551_cadmium-exporting ATPase activity|1239307",0.122078232975339,0,0,0,0.0563843751326204,0,0,0,"GO:0008551","cadmium-exporting ATPase activity","Sodalis praecaptivus","1239307"
"2710","GO:0008551_cadmium-exporting ATPase activity|138074",16.419522335183,0,3.81160996101399,0,18.1839609802701,6.04088401098954,0,0,"GO:0008551","cadmium-exporting ATPase activity","Serratia symbiotica","138074"
"2711","GO:0008551_cadmium-exporting ATPase activity|33968",0.183117349463008,0,0,0,0.112768750265241,0,0,0,"GO:0008551","cadmium-exporting ATPase activity","Leuconostoc pseudomesenteroides","33968"
"2712","GO:0008551_cadmium-exporting ATPase activity|470",0.122078232975339,0,0,0,0,0,0,0,"GO:0008551","cadmium-exporting ATPase activity","Acinetobacter baumannii","470"
"2713","GO:0008556_potassium-transporting ATPase activity|1239307",0.122078232975339,0,0,0,0.169153125397861,0,0,0,"GO:0008556","potassium-transporting ATPase activity","Sodalis praecaptivus","1239307"
"2714","GO:0008556_potassium-transporting ATPase activity|138074",0.305195582438346,0,0,0,0.338306250795723,0.335604667277196,0,0,"GO:0008556","potassium-transporting ATPase activity","Serratia symbiotica","138074"
"2715","GO:0008556_potassium-transporting ATPase activity|69218",0.183117349463008,0,0,0,0.648420314025135,0,0,0,"GO:0008556","potassium-transporting ATPase activity","Enterobacter cancerogenus","69218"
"2716","GO:0008559_xenobiotic-transporting ATPase activity|138074",10.8039236183175,13.1526083646662,0,63.9215641409854,5.66662970082835,8.39011668192991,38.1488557933732,0,"GO:0008559","xenobiotic-transporting ATPase activity","Serratia symbiotica","138074"
"2717","GO:0008559_xenobiotic-transporting ATPase activity|1914861",0.0610391164876693,0,0,0,0,0,0,0,"GO:0008559","xenobiotic-transporting ATPase activity","Enterobacter sp. SA187","1914861"
"2718","GO:0008559_xenobiotic-transporting ATPase activity|33968",0.183117349463008,0,0,0,0.112768750265241,0,0,0,"GO:0008559","xenobiotic-transporting ATPase activity","Leuconostoc pseudomesenteroides","33968"
"2719","GO:0008565_protein transporter activity|138074",33.0221620198291,0,3.81160996101399,34.8663077132647,17.6765016040765,21.0591928716441,12.0470070926442,0,"GO:0008565","protein transporter activity","Serratia symbiotica","138074"
"2720","GO:0008565_protein transporter activity|1914861",1.34286056272872,0,0,0,6.25866563972087,0,0,0,"GO:0008565","protein transporter activity","Enterobacter sp. SA187","1914861"
"2721","GO:0008565_protein transporter activity|47885",0.366234698926016,0,0,0,1.18407187778503,0,0,0,"GO:0008565","protein transporter activity","Pseudomonas oryzihabitans","47885"
"2722","GO:0008565_protein transporter activity|69218",3.23507317384647,0,0,0,0.732996876724066,0,0,0,"GO:0008565","protein transporter activity","Enterobacter cancerogenus","69218"
"2723","GO:0008609_alkylglycerone-phosphate synthase activity|138074",0.427273815413685,0,0,0,0.169153125397861,0.503407000915795,4.01566903088139,0,"GO:0008609","alkylglycerone-phosphate synthase activity","Serratia symbiotica","138074"
"2724","GO:0008610_lipid biosynthetic process|1239307",1.28182144624106,0,0,0,3.49583125822247,0,0,0,"GO:0008610","lipid biosynthetic process","Sodalis praecaptivus","1239307"
"2725","GO:0008610_lipid biosynthetic process|138074",3.9675425716985,0,0,0,1.9170687545091,1.84582567002458,0,0,"GO:0008610","lipid biosynthetic process","Serratia symbiotica","138074"
"2726","GO:0008610_lipid biosynthetic process|33968",1.40389967921639,0,0,0,2.4809125058353,0,0,0,"GO:0008610","lipid biosynthetic process","Leuconostoc pseudomesenteroides","33968"
"2727","GO:0008610_lipid biosynthetic process|82987",0.183117349463008,0,0,0,0,0,0,0,"GO:0008610","lipid biosynthetic process","Tatumella ptyseos","82987"
"2728","GO:0008615_pyridoxine biosynthetic process|1239307",0.0610391164876693,0,0,0,0,0,0,0,"GO:0008615","pyridoxine biosynthetic process","Sodalis praecaptivus","1239307"
"2729","GO:0008615_pyridoxine biosynthetic process|138074",28.6273456327169,0,0,110.409974425338,30.8140610099771,50.1728977579409,8.03133806176277,0,"GO:0008615","pyridoxine biosynthetic process","Serratia symbiotica","138074"
"2730","GO:0008615_pyridoxine biosynthetic process|1914861",1.89221261111775,0,0,0,1.24045625291765,0,0,0,"GO:0008615","pyridoxine biosynthetic process","Enterobacter sp. SA187","1914861"
"2731","GO:0008615_pyridoxine biosynthetic process|47885",0.0610391164876693,0,0,0,1.77610781667754,0,0,0,"GO:0008615","pyridoxine biosynthetic process","Pseudomonas oryzihabitans","47885"
"2732","GO:0008615_pyridoxine biosynthetic process|48296",0.915586747315039,0,0,0,0,0,0,0,"GO:0008615","pyridoxine biosynthetic process","Acinetobacter pittii","48296"
"2733","GO:0008616_queuosine biosynthetic process|1239307",3.7844252222355,0,0,0,4.9618250116706,0,0,0,"GO:0008616","queuosine biosynthetic process","Sodalis praecaptivus","1239307"
"2734","GO:0008616_queuosine biosynthetic process|138074",48.9533714231108,0,0,0,61.1770470188932,47.404159252904,72.2820425558649,0,"GO:0008616","queuosine biosynthetic process","Serratia symbiotica","138074"
"2735","GO:0008616_queuosine biosynthetic process|1914861",2.62468200896978,0,0,0,0.676612501591445,0,0,0,"GO:0008616","queuosine biosynthetic process","Enterobacter sp. SA187","1914861"
"2736","GO:0008616_queuosine biosynthetic process|33968",1.34286056272872,0,0,0,0.563843751326204,0,0,0,"GO:0008616","queuosine biosynthetic process","Leuconostoc pseudomesenteroides","33968"
"2737","GO:0008616_queuosine biosynthetic process|47885",3.1740340573588,0,0,0,1.18407187778503,0,0,0,"GO:0008616","queuosine biosynthetic process","Pseudomonas oryzihabitans","47885"
"2738","GO:0008616_queuosine biosynthetic process|69218",1.09870409677805,0,0,0,0.620228126458825,0,0,0,"GO:0008616","queuosine biosynthetic process","Enterobacter cancerogenus","69218"
"2739","GO:0008616_queuosine biosynthetic process|82987",0.0610391164876693,0,0,0,1.12768750265241,0,0,0,"GO:0008616","queuosine biosynthetic process","Tatumella ptyseos","82987"
"2740","GO:0008641_small protein activating enzyme activity|138074",15.3818573548927,118.373475281996,0,0,15.1955890982412,20.0523788698125,0,0,"GO:0008641","small protein activating enzyme activity","Serratia symbiotica","138074"
"2741","GO:0008641_small protein activating enzyme activity|1914861",1.09870409677805,0,0,0,0,0,0,0,"GO:0008641","small protein activating enzyme activity","Enterobacter sp. SA187","1914861"
"2742","GO:0008641_small protein activating enzyme activity|69218",1.28182144624106,0,0,0,1.80430000424385,0,0,0,"GO:0008641","small protein activating enzyme activity","Enterobacter cancerogenus","69218"
"2743","GO:0008641_small protein activating enzyme activity|82987",0.0610391164876693,0,0,0,0.620228126458825,0,0,0,"GO:0008641","small protein activating enzyme activity","Tatumella ptyseos","82987"
"2744","GO:0008643_carbohydrate transport|1239307",1.5870170286794,0,0,0,1.15587969021872,0,0,0,"GO:0008643","carbohydrate transport","Sodalis praecaptivus","1239307"
"2745","GO:0008643_carbohydrate transport|138074",1.34286056272872,13.1526083646662,0,5.81105128554412,1.74791562911123,1.09071516865089,0,0,"GO:0008643","carbohydrate transport","Serratia symbiotica","138074"
"2746","GO:0008643_carbohydrate transport|1914861",1.89221261111775,0,0,0,2.25537500530482,0,0,0,"GO:0008643","carbohydrate transport","Enterobacter sp. SA187","1914861"
"2747","GO:0008643_carbohydrate transport|33968",2.50260377599444,0,0,0,1.35322500318289,0,0,0,"GO:0008643","carbohydrate transport","Leuconostoc pseudomesenteroides","33968"
"2748","GO:0008643_carbohydrate transport|47885",1.52597791219173,0,0,0,0.563843751326204,0,10.0391725772035,0,"GO:0008643","carbohydrate transport","Pseudomonas oryzihabitans","47885"
"2749","GO:0008643_carbohydrate transport|69218",12.5740579964599,0,0,0,5.89216720135884,0,0,27.7572999846152,"GO:0008643","carbohydrate transport","Enterobacter cancerogenus","69218"
"2750","GO:0008643_carbohydrate transport|82987",0.0610391164876693,0,0,0,0.986726564820858,0,2.00783451544069,0,"GO:0008643","carbohydrate transport","Tatumella ptyseos","82987"
"2751","GO:0008649_rRNA methyltransferase activity|138074",5.12728578496422,0,0,0,5.15917032463477,3.85945367368776,14.0548416080849,0,"GO:0008649","rRNA methyltransferase activity","Serratia symbiotica","138074"
"2752","GO:0008649_rRNA methyltransferase activity|33968",1.34286056272872,0,0,0,0.648420314025135,0,0,0,"GO:0008649","rRNA methyltransferase activity","Leuconostoc pseudomesenteroides","33968"
"2753","GO:0008649_rRNA methyltransferase activity|47885",1.28182144624106,0,0,0,0.592035938892515,0,0,0,"GO:0008649","rRNA methyltransferase activity","Pseudomonas oryzihabitans","47885"
"2754","GO:0008650_rRNA (uridine-2'-O-)-methyltransferase activity|138074",6.9584592795943,6.57630418233311,0,0,4.99001719923691,6.79599451236323,0,0,"GO:0008650","rRNA (uridine-2'-O-)-methyltransferase activity","Serratia symbiotica","138074"
"2755","GO:0008652_cellular amino acid biosynthetic process|1239307",0.427273815413685,0,0,0,0.0845765626989307,0,0,0,"GO:0008652","cellular amino acid biosynthetic process","Sodalis praecaptivus","1239307"
"2756","GO:0008652_cellular amino acid biosynthetic process|1267021",0.0610391164876693,111.797171099663,0,0,0,8.80962251602641,12.0470070926442,0,"GO:0008652","cellular amino acid biosynthetic process","Frischella perrara","1267021"
"2757","GO:0008652_cellular amino acid biosynthetic process|138074",29.1156585646183,0,26.681269727098,0,26.3315031869338,29.1976060531161,18.0705106389662,55.5145999692305,"GO:0008652","cellular amino acid biosynthetic process","Serratia symbiotica","138074"
"2758","GO:0008652_cellular amino acid biosynthetic process|1914861",1.22078232975339,0,0,0,0.366498438362033,0,0,0,"GO:0008652","cellular amino acid biosynthetic process","Enterobacter sp. SA187","1914861"
"2759","GO:0008652_cellular amino acid biosynthetic process|33968",0.122078232975339,0,0,0,0,0,0,0,"GO:0008652","cellular amino acid biosynthetic process","Leuconostoc pseudomesenteroides","33968"
"2760","GO:0008652_cellular amino acid biosynthetic process|69218",0.732469397852032,0,0,0,0.704804689157756,0,0,0,"GO:0008652","cellular amino acid biosynthetic process","Enterobacter cancerogenus","69218"
"2761","GO:0008652_cellular amino acid biosynthetic process|82987",0.122078232975339,0,0,0,0.0563843751326204,0,0,0,"GO:0008652","cellular amino acid biosynthetic process","Tatumella ptyseos","82987"
"2762","GO:0008653_lipopolysaccharide metabolic process|138074",4.63897285306287,0,0,0,14.5753609717824,9.5647330174001,78.305546102187,235.937049869229,"GO:0008653","lipopolysaccharide metabolic process","Serratia symbiotica","138074"
"2763","GO:0008653_lipopolysaccharide metabolic process|69218",0.915586747315039,0,0,0,0.451075001060964,0,0,0,"GO:0008653","lipopolysaccharide metabolic process","Enterobacter cancerogenus","69218"
"2764","GO:0008654_phospholipid biosynthetic process|1267021",1.15974321326572,243.323254746325,0,0,0,19.632873035716,28.1096832161697,0,"GO:0008654","phospholipid biosynthetic process","Frischella perrara","1267021"
"2765","GO:0008654_phospholipid biosynthetic process|138074",60.3676862063049,85.4919543703304,80.0438091812939,0,44.346311041806,42.5378915773846,44.1723593396952,0,"GO:0008654","phospholipid biosynthetic process","Serratia symbiotica","138074"
"2766","GO:0008654_phospholipid biosynthetic process|1914861",0.610391164876693,0,0,0,1.01491875238717,0,0,0,"GO:0008654","phospholipid biosynthetic process","Enterobacter sp. SA187","1914861"
"2767","GO:0008654_phospholipid biosynthetic process|33968",2.68572112545745,0,0,0,1.21226406535134,0,0,0,"GO:0008654","phospholipid biosynthetic process","Leuconostoc pseudomesenteroides","33968"
"2768","GO:0008654_phospholipid biosynthetic process|47885",6.40910723120528,0,0,0,0.592035938892515,0,0,0,"GO:0008654","phospholipid biosynthetic process","Pseudomonas oryzihabitans","47885"
"2769","GO:0008654_phospholipid biosynthetic process|69218",2.3805255430191,0,0,0,0.620228126458825,0,0,0,"GO:0008654","phospholipid biosynthetic process","Enterobacter cancerogenus","69218"
"2770","GO:0008654_phospholipid biosynthetic process|82987",0.122078232975339,0,0,0,0,0,24.0940141852883,0,"GO:0008654","phospholipid biosynthetic process","Tatumella ptyseos","82987"
"2771","GO:0008655_pyrimidine-containing compound salvage|1239307",0.122078232975339,0,0,0,0.0563843751326204,0.167802333638598,0,0,"GO:0008655","pyrimidine-containing compound salvage","Sodalis praecaptivus","1239307"
"2772","GO:0008655_pyrimidine-containing compound salvage|33968",0.0610391164876693,0,0,0,0,0,0,0,"GO:0008655","pyrimidine-containing compound salvage","Leuconostoc pseudomesenteroides","33968"
"2773","GO:0008657_DNA topoisomerase (ATP-hydrolyzing) inhibitor activity|138074",4.15065992116151,0,0,0,4.87724844897167,4.36286067460355,0,0,"GO:0008657","DNA topoisomerase (ATP-hydrolyzing) inhibitor activity","Serratia symbiotica","138074"
"2774","GO:0008657_DNA topoisomerase (ATP-hydrolyzing) inhibitor activity|1914861",1.09870409677805,0,0,0,0,0,0,0,"GO:0008657","DNA topoisomerase (ATP-hydrolyzing) inhibitor activity","Enterobacter sp. SA187","1914861"
"2775","GO:0008658_penicillin binding|1239307",7.62988956095866,0,0,0,9.16246095905082,0,0,0,"GO:0008658","penicillin binding","Sodalis praecaptivus","1239307"
"2776","GO:0008658_penicillin binding|1267021",1.40389967921639,861.495847885637,0,11.6221025710882,0,62.9258751144743,0,0,"GO:0008658","penicillin binding","Frischella perrara","1267021"
"2777","GO:0008658_penicillin binding|138074",71.6599227565238,302.509992387323,141.029568557518,0,77.5849001824857,91.5361729998553,94.3682222257126,0,"GO:0008658","penicillin binding","Serratia symbiotica","138074"
"2778","GO:0008658_penicillin binding|1914861",0.122078232975339,0,0,0,1.26864844048396,0,0,0,"GO:0008658","penicillin binding","Enterobacter sp. SA187","1914861"
"2779","GO:0008658_penicillin binding|33968",5.67663783335324,0,3.81160996101399,0,3.2984859452583,0,0,0,"GO:0008658","penicillin binding","Leuconostoc pseudomesenteroides","33968"
"2780","GO:0008658_penicillin binding|47885",2.68572112545745,0,76.2321992202799,0,1.63514687884599,0,42.1645248242545,0,"GO:0008658","penicillin binding","Pseudomonas oryzihabitans","47885"
"2781","GO:0008658_penicillin binding|69218",4.82209020252587,0,0,0,1.32503281561658,0,0,0,"GO:0008658","penicillin binding","Enterobacter cancerogenus","69218"
"2782","GO:0008658_penicillin binding|82987",2.74676024194512,0,0,0,3.10114063229412,0,42.1645248242545,0,"GO:0008658","penicillin binding","Tatumella ptyseos","82987"
"2783","GO:0008659_dehydratase activity|138074",12.0247059480709,0,87.6670291033219,0,3.94690625928343,7.71890734737552,0,0,"GO:0008659","dehydratase activity","Serratia symbiotica","138074"
"2784","GO:0008659_dehydratase activity|33968",1.34286056272872,0,0,0,1.57876250371337,0,0,0,"GO:0008659","dehydratase activity","Leuconostoc pseudomesenteroides","33968"
"2785","GO:0008660_1-aminocyclopropane-1-carboxylate deaminase activity|82987",1.15974321326572,0,0,0,0,0,0,0,"GO:0008660","1-aminocyclopropane-1-carboxylate deaminase activity","Tatumella ptyseos","82987"
"2786","GO:0008661_1-deoxy-D-xylulose-5-phosphate synthase activity|138074",19.1052434606405,151.254996193661,0,0,13.9269406577573,5.45357584325444,0,666.175199630766,"GO:0008661","1-deoxy-D-xylulose-5-phosphate synthase activity","Serratia symbiotica","138074"
"2787","GO:0008661_1-deoxy-D-xylulose-5-phosphate synthase activity|1914861",0.122078232975339,0,0,0,0.0281921875663102,0,0,0,"GO:0008661","1-deoxy-D-xylulose-5-phosphate synthase activity","Enterobacter sp. SA187","1914861"
"2788","GO:0008661_1-deoxy-D-xylulose-5-phosphate synthase activity|48296",2.56364289248211,0,0,0,0,0,0,0,"GO:0008661","1-deoxy-D-xylulose-5-phosphate synthase activity","Acinetobacter pittii","48296"
"2789","GO:0008662_1-phosphofructokinase activity|138074",0.793508514339701,0,171.52244824563,0,6.0613203267567,7.29940151327902,0,0,"GO:0008662","1-phosphofructokinase activity","Serratia symbiotica","138074"
"2790","GO:0008663_2',3'-cyclic-nucleotide 2'-phosphodiesterase activity|138074",0.0610391164876693,0,0,0,0.0281921875663102,0.0839011668192991,0,0,"GO:0008663","2',3'-cyclic-nucleotide 2'-phosphodiesterase activity","Serratia symbiotica","138074"
