"GO_description"	"Enterobacter sp. SA187 - Mean SM/DSM"	"Klebsiella oxytoca - Mean SM/DSM"	"Leuconostoc pseudomesenteroides - Mean SM/DSM"	"Sodalis glossinidius - Mean SM/DSM"	"Sodalis praecaptivus - Mean SM/DSM"	"Enterobacter sp. SA187 - SD SM/DSM"	"Klebsiella oxytoca - SD SM/DSM"	"Leuconostoc pseudomesenteroides - SD SM/DSM"	"Sodalis glossinidius - SD SM/DSM"	"Sodalis praecaptivus - SD SM/DSM"	"term"	"df"	"sumsq"	"meansq"	"statistic"	"p.value"	"significance"
"513"	"cytokine activity"	0	0	0.0563843751326205	0	0	0	0	0.0797395480184842	0	0	"Species"	4	0.00508671641455372	0.00127167910363843	1	0.485657196759214	"not sign."
"514"	"cytokinetic process"	0.479267188627274	0	0	0	0	0.677786158157115	0	0	0	0	"Species"	4	0.367515260951506	0.0918788152378765	0.999999999999998	0.485657196759214	"not sign."
"515"	"cytokinin biosynthetic process"	0	0	0.0140960937831551	0	0	0	0	0.019934887004621	0	0	"Species"	4	0.000317919775909606	7.94799439774015e-05	0.999999999999999	0.485657196759214	"not sign."
"516"	"cytolysis"	0	0	0.0281921875663102	0	0	0	0	0.039869774009242	0	0	"Species"	4	0.00127167910363842	0.000317919775909606	0.999999999999999	0.485657196759214	"not sign."
"517"	"cytoplasm"	55.068545265177	2.02259165330575	152.292241925713	1.2844125563546	86.2013958076846	3.29617630864688	2.08347542989841	50.6717175433675	0.85955908065716	29.3295677972589	"Species"	4	32071.2599949022	8017.81499872554	11.6409721267285	0.00953797662571652	"not sign."
"518"	"cytoplasmic side of plasma membrane"	0.413441461066547	0	0.281921875663102	0	0	0.412049828743393	0	0.39869774009242	0	0	"Species"	4	0.307415503385369	0.0768538758463423	1.16889819911733	0.423884684917513	"not sign."
"519"	"cytosol"	2.02000054319221	0.131519585403445	1.00029517973198	0	0.368693939321548	1.13026523674077	0.0133520886509717	0.657105303377796	0	0.0828444552516348	"Species"	4	5.51085638154459	1.37771409538615	4.01355044219928	0.0798762461492132	"not sign."
"520"	"D-alanine biosynthetic process"	0	0	1.00016331001397	0	0.131519585403445	0	0	1.17522587355427	0	0.0133520886509717	"Species"	4	1.52296562577345	0.380741406443363	1.37816549082427	0.36052489015222	"not sign."
"521"	"D-alanine catabolic process"	0.183117349463008	0	0	0	0	0.2589670391164	0	0	0	0	"Species"	4	0.0536511418789719	0.013412785469743	1	0.485657196759213	"not sign."
"522"	"D-alanine-D-alanine ligase activity"	1.31739135499396	0	1.45562931299397	0	4.42691838197213	0.46763063086206	0	1.73961252414996	0	0.0409232698619826	"Species"	4	26.1683171501497	6.54207928753744	10.0752625888986	0.0130484387898297	"not sign."
"523"	"D-alanine-poly(phosphoribitol) ligase activity"	0	0	2.23517360326852	0	0	0	0	2.36361734381584	0	0	"Species"	4	7.99360165879742	1.99840041469935	1.78853803095178	0.268276012271525	"not sign."
"524"	"D-alanyl carrier activity"	0	0	0.610391164876695	0	0	0	0	0.863223463721334	0	0	"Species"	4	0.596123798655245	0.149030949663811	0.999999999999999	0.485657196759214	"not sign."
"525"	"D-amino acid catabolic process"	0.213636907706842	0	0.296017969446258	0	0	0.302128212302466	0	0.418632627097042	0	0	"Species"	4	0.162635495616878	0.0406588739042195	0.762731247543951	0.591918641533516	"not sign."
"526"	"D-amino acid metabolic process"	0.183249219181016	0	0	0	0	0.259153531060073	0	0	0	0	"Species"	4	0.0537284421287235	0.0134321105321809	0.999999999999998	0.485657196759214	"not sign."
"527"	"D-amino-acid dehydrogenase activity"	0.457793373657519	0	0	0	0	0.647417597790998	0	0	0	0	"Species"	4	0.335319636743573	0.0838299091858934	1	0.485657196759214	"not sign."
"528"	"D-aminoacyl-tRNA deacylase activity"	0	0	0.310114063229412	0	0	0	0	0.438567514101663	0	0	"Species"	4	0.15387317154025	0.0384682928850624	1	0.485657196759214	"not sign."
"529"	"D-cysteine desulfhydrase activity"	0.479267188627274	0	0	0	0	0.677786158157115	0	0	0	0	"Species"	4	0.367515260951506	0.0918788152378765	0.999999999999998	0.485657196759214	"not sign."
"530"	"D-galactonate catabolic process"	0	0	0	0	0.713718562713825	0	0	0	0	0.889741149079598	"Species"	4	0.815030698819662	0.203757674704915	1.2869350442948	0.386529595156043	"not sign."
"531"	"D-galacturonate catabolic process"	0.0446156520269897	0	0	0	0	0.0232262861814455	0	0	0	0	"Species"	4	0.0031848902492695	0.000796222562317374	7.37980588489318	0.0250558535535583	"not sign."
"532"	"D-glucarate catabolic process"	0	0	0	0	0.451075001060963	0	0	0	0	0.637916384147873	"Species"	4	0.325549850531437	0.0813874626328593	1	0.485657196759214	"not sign."
"533"	"D-gluconate catabolic process"	0.0422882813494653	0	0	0	0	0.0598046610138631	0	0	0	0	"Species"	4	0.00286127798318646	0.000715319495796616	0.999999999999999	0.485657196759214	"not sign."
"534"	"D-gluconate metabolic process"	0.0587117458101448	0	5.05706905548446	0	0	0.00329139917682453	0	6.31451038992934	0	0	"Species"	4	40.6863037193114	10.1715759298278	1.27549502027718	0.389960067629659	"not sign."
"535"	"D-glucosamine PTS permease activity"	1.11565504011076	0	2.32739162659006	0	3.32057282457146	0.455583985816806	0	0.0975019875083284	0	0.828631044460025	"Species"	4	17.0766642215698	4.26916605539246	23.6206706051555	0.00191093722022698	"significant"
"536"	"D-glucuronate catabolic process"	0.0422882813494653	0	0	0	0	0.0598046610138631	0	0	0	0	"Species"	4	0.00286127798318646	0.000715319495796616	0.999999999999999	0.485657196759214	"not sign."
"537"	"D-lactate dehydrogenase (cytochrome) activity"	0.0140960937831551	0	0	0	0	0.019934887004621	0	0	0	0	"Species"	4	0.000317919775909606	7.94799439774015e-05	0.999999999999998	0.485657196759214	"not sign."
"538"	"D-lactate dehydrogenase activity"	0.0140960937831551	0	0.974298493125185	0	0	0.019934887004621	0	1.29812659475882	0	0	"Species"	4	1.50814296336002	0.377035740840004	1.11844858404043	0.441250631795261	"not sign."
"539"	"D-ribose catabolic process"	0.580003476350867	0	0.71890078294091	0	0	0.301941720358792	0	1.01667923723567	0	0	"Species"	4	1.03158382666176	0.25789595666544	1.14640247867399	0.431519518175886	"not sign."
"540"	"D-ribose metabolic process"	0.122078232975338	0	0	0	0	0.172644692744266	0	0	0	0	"Species"	4	0.0238449519462097	0.00596123798655241	1	0.485657196759213	"not sign."
"541"	"D-ribose transmembrane transporter activity"	0.0563843751326205	0	0	0	0.563580011890187	0.0797395480184842	0	0	0	0.238845660168105	"Species"	4	0.487860918651853	0.121965229662963	9.61785262626139	0.0144129437846825	"not sign."
"542"	"D-ribulokinase activity"	0.10100002715961	0	0	0	0	0.0565132618370385	0	0	0	0	"Species"	4	0.0163216087779872	0.0040804021944968	6.38810767017578	0.03348813371714	"not sign."
"543"	"D-serine ammonia-lyase activity"	0.0587117458101448	0	0	0	0	0.00329139917682453	0	0	0	0	"Species"	4	0.0055153105537201	0.00137882763843002	636.383443334086	5.94712140090019e-07	"significant"
"544"	"D-tagatose 6-phosphate catabolic process"	0.765580066209407	0	0.0281921875663102	0	0.779544290274557	0.125819136494027	0	0.039869774009242	0	0.624004819665881	"Species"	4	1.39906389632035	0.349765974080089	4.29896995090904	0.0707331933211323	"not sign."
"545"	"D-threonine aldolase activity"	0.4368470375598	0	0	0	0	0.099860926966779	0	0	0	0	"Species"	4	0.305336534759638	0.0763341336899094	38.2734489117356	0.000608530730575269	"significant"
"546"	"D-xylose 1-dehydrogenase (NADP+) activity"	0	0	0.0305195582438346	0	0	0	0	0.0431611731860666	0	0	"Species"	4	0.0014903094966381	0.000372577374159526	0.999999999999999	0.485657196759214	"not sign."
"547"	"D-xylose metabolic process"	0.457793373657519	0	2.22792775179993	0	0	0.647417597790998	0	3.15076564258286	0	0	"Species"	4	7.46123449491868	1.86530862372967	0.901422398271516	0.526840211094451	"not sign."
"548"	"D,D-heptose 1,7-bisphosphate phosphatase activity"	0.0610391164876695	0	0	0	0	0.0863223463721334	0	0	0	0	"Species"	4	0.00596123798655247	0.00149030949663812	1	0.485657196759213	"not sign."
"549"	"damaged DNA binding"	1.11319579971523	0	5.57954761348726	0	0	0.020494362835642	0	1.95007557952306	0	0	"Species"	4	46.8239871613639	11.705996790341	15.3896078092247	0.00512310464880825	"not sign."
"550"	"dATP pyrophosphohydrolase activity"	0.0305195582438346	0	0	0	0	0.0431611731860666	0	0	0	0	"Species"	4	0.00149030949663811	0.000372577374159527	1	0.485657196759213	"not sign."
"551"	"dCMP deaminase activity"	0	0	0.324210157012568	0	0	0	0	0.458502401106284	0	0	"Species"	4	0.168179561456182	0.0420448903640455	1	0.485657196759214	"not sign."
"552"	"dCTP deaminase activity"	0.0446156520269897	0	0	0	0.0446156520269897	0.0232262861814455	0	0	0	0.0232262861814455	"Species"	4	0.00477733537390424	0.00119433384347606	5.53485441366988	0.0442806255667679	"not sign."
"553"	"dehalogenase activity"	0.0140960937831551	0	0	0	0	0.019934887004621	0	0	0	0	"Species"	4	0.000317919775909606	7.94799439774015e-05	0.999999999999998	0.485657196759214	"not sign."
"554"	"dehydratase activity"	0	0	1.46081153322104	0	0	0	0	0.166807862165315	0	0	"Species"	4	3.41435253694659	0.853588134236648	153.385865352315	2.04433775692492e-05	"significant"
"555"	"dehydrogenase (NADP+)] kinase activity"	0.60613203267567	0	0	0	0	0.857200141198704	0	0	0	0	"Species"	4	0.587833665656864	0.146958416414216	0.999999999999999	0.485657196759214	"not sign."
"556"	"dehydrogluconokinase activity"	0.0422882813494653	0	0	0	0	0.0598046610138631	0	0	0	0	"Species"	4	0.00286127798318646	0.000715319495796616	0.999999999999999	0.485657196759214	"not sign."
"557"	"deoxyadenosine kinase activity"	0	0	0.155057031614706	0	0	0	0	0.219283757050831	0	0	"Species"	4	0.0384682928850623	0.00961707322126557	0.999999999999999	0.485657196759214	"not sign."
"558"	"deoxyguanosine kinase activity"	0	0	0.225537500530482	0	0	0	0	0.318958192073937	0	0	"Species"	4	0.0813874626328595	0.0203468656582149	1	0.485657196759214	"not sign."
"559"	"deoxyribodipyrimidine photo-lyase activity"	0.561252641212663	0	0	0	0	0.155814712972795	0	0	0	0	"Species"	4	0.504007243629104	0.126001810907276	25.9495519246799	0.00153265088026771	"significant"
"560"	"deoxyribonuclease V activity"	1.09870409677805	0	0	0	0	1.55380223469839	0	0	0	0	"Species"	4	1.93144110764298	0.482860276910744	1	0.485657196759213	"not sign."
"561"	"deoxyribonucleotide biosynthetic process"	0	0	0.366498438362033	0	0	0	0	0.518307062120147	0	0	"Species"	4	0.214913768514894	0.0537284421287236	1	0.485657196759214	"not sign."
"562"	"dephospho-CoA kinase activity"	0	0	0.67143028136436	0	0	0	0	0.949545810093461	0	0	"Species"	4	0.721309796372838	0.180327449093209	1	0.485657196759213	"not sign."
"563"	"dephosphorylation"	0.324210157012568	0	0.762988956095865	0	0	0.458502401106284	0	1.07902932965166	0	0	"Species"	4	0.901727981451238	0.225431995362809	0.820033760689116	0.563980001264863	"not sign."
"564"	"dethiobiotin synthase activity"	0.281921875663102	0	0	0	0.0892313040539797	0.39869774009242	0	0	0	0.0464525723628914	"Species"	4	0.119782466075511	0.0299456165188777	0.929308544257911	0.514779135011848	"not sign."
"565"	"detoxification of copper ion"	0.0281921875663102	0	0	0	0	0.039869774009242	0	0	0	0	"Species"	4	0.00127167910363842	0.000317919775909606	0.999999999999998	0.485657196759214	"not sign."
"566"	"dextransucrase activity"	0	0	0.648420314025135	0	0	0	0	0.917004802212567	0	0	"Species"	4	0.672718245824728	0.168179561456182	1	0.485657196759214	"not sign."
"567"	"dGTPase activity"	0	0	0.091558674731504	0	0	0	0	0.1294835195582	0	0	"Species"	4	0.013412785469743	0.00335319636743574	1	0.485657196759214	"not sign."
"568"	"di-trans,poly-cis-decaprenylcistransferase activity"	0.324210157012568	0	0	0	0	0.458502401106284	0	0	0	0	"Species"	4	0.168179561456182	0.0420448903640455	0.999999999999998	0.485657196759214	"not sign."
"569"	"diacetylchitobiose catabolic process"	0.493363282410429	0	0	0	0	0.697721045161736	0	0	0	0	"Species"	4	0.389451725489268	0.097362931372317	0.999999999999999	0.485657196759214	"not sign."
"570"	"diacylglycerol kinase activity"	0	0	0.0563843751326205	0	0.103327397837135	0	0	0.0797395480184842	0	0.0265176853582703	"Species"	4	0.0175083576357222	0.00437708940893054	3.09922669809591	0.12317457978227	"not sign."
"571"	"diaminohydroxyphosphoribosylaminopyrimidine deaminase activity"	1.09870409677805	0	0	0	1.12768750265241	1.55380223469839	0	0	0	1.59479096036968	"Species"	4	2.97493177022478	0.743732942556195	0.750084721207711	0.598288421928474	"not sign."
"572"	"diaminopimelate biosynthetic process"	0.704540949721739	0	1.0473700721545	0	0	0.0394967901218946	0	0.245241966578082	0	0	"Species"	4	1.95904714433089	0.489761786082724	39.686634040831	0.000557809174643834	"significant"
"573"	"diaminopimelate decarboxylase activity"	0	0	1.65104286443463	0	0	0	0	0.17686855163946	0	0	"Species"	4	4.36150806432084	1.09037701608021	174.279158361337	1.49023635762294e-05	"significant"
"574"	"diaminopimelate epimerase activity"	0.310114063229412	0	0	0	0	0.438567514101663	0	0	0	0	"Species"	4	0.153873171540249	0.0384682928850624	0.999999999999999	0.485657196759214	"not sign."
"575"	"dicarboxylic acid transport"	0.366234698926016	0	0	0	0	0.517934078232799	0	0	0	0	"Species"	4	0.214604567515888	0.0536511418789719	1	0.485657196759213	"not sign."
"576"	"diguanylate cyclase activity"	0.340633621473247	0.0140960937831551	0	0	0	0.395406340915596	0.019934887004621	0	0	0	"Species"	4	0.18212665952149	0.0455316648803726	1.45242524695188	0.341020193151394	"not sign."
"577"	"dihydrofolate synthase activity"	0.0563843751326205	0	0.0869039333764551	0	0	0.0797395480184842	0	0.0365783748324176	0	0	"Species"	4	0.013250367048634	0.00331259176215851	2.15204730332877	0.211244511972096	"not sign."
"578"	"dihydrolipoyl dehydrogenase activity"	0	0	1.02848736729829	0	0	0	0	0.617235529368553	0	0	"Species"	4	1.69245802350746	0.423114505876865	5.55297969031048	0.0440040300481763	"not sign."
"579"	"dihydrolipoyllysine-residue acetyltransferase activity"	0	0	0	0	0.610391164876695	0	0	0	0	0.863223463721334	"Species"	4	0.596123798655246	0.149030949663811	1	0.485657196759213	"not sign."
"580"	"dihydroneopterin triphosphate pyrophosphohydrolase activity"	0.0305195582438346	0	0	0	0	0.0431611731860666	0	0	0	0	"Species"	4	0.00149030949663811	0.000372577374159527	1	0.485657196759213	"not sign."
"581"	"dihydroorotase activity"	1.48860811163333	0.64091072312053	0.352402344578878	0	1.73381953532808	1.34768407435486	0.906384636907401	0.498372175115526	0	2.45199110156839	"Species"	4	4.40508860786324	1.10127215196581	0.618802028962299	0.668800871402736	"not sign."
"582"	"dihydroorotate dehydrogenase (fumarate) activity"	0	0	0.486117430941838	0	0	0	0	0.089427253605284	0	0	"Species"	4	0.378096250664789	0.0945240626661972	59.0979746004645	0.000212918242261801	"significant"
"583"	"dihydroorotate dehydrogenase activity"	0	0	0.833733164447659	0	0	0	0	0.0568862457243866	0	0	"Species"	4	1.11217758319985	0.278044395799963	429.605274140665	1.58348380133416e-06	"significant"
"584"	"dihydropteroate synthase activity"	0.967448250810617	0	0	0	0	0.530913182996419	0	0	0	0	"Species"	4	1.49752978879444	0.37438244719861	6.64107621583313	0.0309994349239391	"not sign."
"585"	"dihydroxy-acid dehydratase activity"	0.542501806074459	0	0	0	2.87867543650259	0.00968770558679987	0	0	0	2.3167917875656	"Species"	4	12.480379466584	3.120094866646	2.90640545231184	0.13630771960501	"not sign."
"586"	"dimethyl sulfoxide reductase activity"	0.704409080003731	0	0	0	0	0.557617360298369	0	0	0	0	"Species"	4	0.793907443186725	0.198476860796681	3.19159160658617	0.117498249903995	"not sign."
"587"	"dimethylallyltranstransferase activity"	0.0610391164876695	0	0	0	0.286444747300142	0.0863223463721334	0	0	0	0.285484724474669	"Species"	4	0.123254719757713	0.0308136799394282	1.73201880900618	0.278951564042633	"not sign."
"588"	"dioxygenase activity"	0.573021364318294	0	0.636387851483488	0	0.133846956080969	0.0528488787728662	0	0.222202172340308	0	0.0696788585443367	"Species"	4	0.780781120945777	0.195195280236444	17.1158011051318	0.00402415399961908	"significant"
"589"	"dipeptidase activity"	0	0	1.63189642014241	0	0	0	0	1.23136615150396	0	0	"Species"	4	4.26093748171777	1.06523437042944	3.51269750728875	0.100357683985498	"not sign."
"590"	"dipeptide transmembrane transporter activity"	0.54974765754305	0	0	0	0	0.777460593180221	0	0	0	0	"Species"	4	0.483555979158513	0.120888994789628	0.999999999999998	0.485657196759214	"not sign."
"591"	"dipeptide transport"	0.0422882813494653	0	0	0	0	0.0598046610138631	0	0	0	0	"Species"	4	0.00286127798318646	0.000715319495796616	0.999999999999999	0.485657196759214	"not sign."
"592"	"dipeptidyl-peptidase activity"	0	0	0.866316353933	0	0	0	0	1.10554701500993	0	0	"Species"	4	1.20080644014683	0.300201610036707	1.22808545795835	0.40460190279507	"not sign."
"593"	"diphosphomevalonate decarboxylase activity"	0	0	0.67143028136436	0	0	0	0	0.949545810093461	0	0	"Species"	4	0.721309796372838	0.180327449093209	1	0.485657196759213	"not sign."
"594"	"disulfide oxidoreductase activity"	0.0281921875663102	0	0	0	0	0.039869774009242	0	0	0	0	"Species"	4	0.00127167910363842	0.000317919775909606	0.999999999999998	0.485657196759214	"not sign."
"595"	"DNA binding"	50.6083380608828	1.48461271886833	61.3942164768987	60.1545977265358	94.1632295547716	7.50027122201102	1.40898067091812	10.6333954612384	0.130259113785673	18.5014462626289	"Species"	4	8948.08836190565	2237.02209047641	21.7766387212736	0.00230989256988844	"significant"
"596"	"DNA biosynthetic process"	0	0	0.993444937417414	0	0	0	0	0.110108108384602	0	0	"Species"	4	1.57909254988846	0.394773137472116	162.809219451527	1.76388986480055e-05	"significant"
"597"	"DNA catabolic process"	1.59000374794697	0	1.24278362359517	0	0	0.263190898011594	0	1.67123910921134	0	0	"Species"	4	4.93537239017605	1.23384309754401	2.15532780535759	0.21080836518093	"not sign."
"598"	"DNA dealkylation involved in DNA repair"	0.723291784859942	0	0	0	0	0.18562379750789	0	0	0	0	"Species"	4	0.837041609673411	0.209260402418353	30.366151467007	0.0010571323078555	"significant"
"599"	"DNA duplex unwinding"	0.0281921875663102	0	0	0	0	0.039869774009242	0	0	0	0	"Species"	4	0.00127167910363842	0.000317919775909606	0.999999999999998	0.485657196759214	"not sign."
"600"	"DNA helicase activity"	0.73246939785203	0	1.27044833228945	6.64268180151238	0	1.0358681564656	0	0.361373397485304	4.84901645717416	0	"Species"	4	62.6529872952077	15.6632468238019	3.16857156555032	0.118878572661405	"not sign."
"601"	"DNA integration"	0.155057031614706	0	0.122078232975338	188.409203462234	0.0140960937831551	0.219283757050831	0	0.172644692744266	11.2819949361776	0.019934887004621	"Species"	4	56752.9925469079	14188.248136727	557.006081185629	8.29018586319682e-07	"significant"
"602"	"DNA ligase (NAD+) activity"	0.648420314025135	0	1.9771847829707	0	3.4540241714984	0.917004802212567	0	1.00202170497898	0	2.45267161353378	"Species"	4	17.7352262769605	4.43380656924012	2.82029267745388	0.142800618949989	"not sign."
"603"	"DNA mediated transformation"	0.0563843751326205	0	0.155057031614706	0	0	0.0797395480184842	0	0.219283757050831	0	0	"Species"	4	0.0365607742296047	0.00914019355740117	0.83941605839416	0.55486830159995	"not sign."
"604"	"DNA metabolic process"	0.0563843751326205	0	0	0	0	0.0797395480184842	0	0	0	0	"Species"	4	0.00508671641455372	0.00127167910363843	0.999999999999999	0.485657196759214	"not sign."
"605"	"DNA methylation"	0	0	0.0563843751326205	0	0	0	0	0.0797395480184842	0	0	"Species"	4	0.00508671641455372	0.00127167910363843	1	0.485657196759214	"not sign."
"606"	"DNA N-glycosylase activity"	0	0	0.256057058774317	0	0	0	0	0.27579701888787	0	0	"Species"	4	0.104904347757046	0.0262260869392615	1.72394880934981	0.280522096815604	"not sign."
"607"	"DNA polymerase III complex"	0.0587117458101448	0	0.807736477840866	0	0.56617112200373	0.00329139917682453	0	0.58413504565664	0	0.714364532989534	"Species"	4	1.13191077642592	0.282977694106481	1.66156182787617	0.293072324277361	"not sign."
"608"	"DNA polymerase V complex"	0.0140960937831551	0	0	0	0	0.019934887004621	0	0	0	0	"Species"	4	0.000317919775909606	7.94799439774015e-05	0.999999999999998	0.485657196759214	"not sign."
"609"	"DNA primase activity"	0.563843751326205	0	0.399213497565383	0	0	0.797395480184842	0	0.126005628437701	0	0	"Species"	4	0.583590679238933	0.145897669809733	1.11933305773141	0.440938525141744	"not sign."
"610"	"DNA recombination"	2.79914922431273	0	6.73669971663943	0.909000244436492	1.27988968471755	1.04810129345452	0	4.54341035375121	0.508619356533347	0.175376616090065	"Species"	4	56.377716374273	14.0944290935683	3.1988381058852	0.117068323035018	"not sign."
"611"	"DNA repair"	7.25799144718014	0.0845765626989305	13.6541894120643	0	8.12470341026721	4.84206067493317	0.119609322027726	9.2627567994235	0	4.39324597941374	"Species"	4	271.04278169448	67.7606954236201	2.63539020960567	0.158256220471008	"not sign."
"612"	"DNA replication"	5.56997439134114	0.0140960937831551	16.3285374235702	0	22.8630196307011	2.65419293109476	0.019934887004621	11.6095441634679	0	7.89302097087431	"Species"	4	838.78450027495	209.696125068738	5.13642750071166	0.0510263866460745	"not sign."
"613"	"DNA replication initiation"	1.45369755147047	0.0422882813494653	0.981544344593772	0	0.544829176751984	0.102219866425232	0.0598046610138631	0.510978295991798	0	0.0927186527821079	"Species"	4	3.09672357798483	0.774180894496207	13.6433452948193	0.00671449493298431	"not sign."
"614"	"DNA replication origin binding"	0.676612501591445	0	0.981544344593772	0	0.0587117458101448	0.956874576221809	0	0.510978295991798	0	0.00329139917682453	"Species"	4	1.6703065887478	0.41757664718695	1.77432669432332	0.270907950124059	"not sign."
"615"	"DNA replication termination"	0.67143028136436	0	0	0	0	0.949545810093461	0	0	0	0	"Species"	4	0.721309796372839	0.18032744909321	1	0.485657196759213	"not sign."
"616"	"DNA replication, Okazaki fragment processing"	0.0563843751326205	0.0845765626989305	0	0	0	0.0797395480184842	0.119609322027726	0	0	0	"Species"	4	0.0127167910363842	0.00317919775909606	0.76923076923077	0.588673798296163	"not sign."
"617"	"DNA replication, synthesis of RNA primer"	0.441501778914848	0	2.34135585065521	0	1.03766498029038	0.0662009674238379	0	0.400683695663524	0	1.46747988832627	"Species"	4	7.66868209802489	1.91717052450622	4.13463599881415	0.0758078565371536	"not sign."
"618"	"DNA synthesis involved in DNA repair"	0.0140960937831551	0	0	0	0.0610391164876695	0.019934887004621	0	0	0	0.0863223463721334	"Species"	4	0.00559082727410117	0.00139770681852529	0.890378532535707	0.531709016456318	"not sign."
"619"	"DNA topoisomerase (ATP-hydrolyzing) inhibitor activity"	0.549352048389025	0	0	0	0	0.7769011173492	0	0	0	0	"Species"	4	0.482860276910748	0.120715069227687	1	0.485657196759214	"not sign."
"620"	"DNA topoisomerase activity"	0	0	0.0751352102708246	0	0	0	0	0.0663874593675124	0	0	"Species"	4	0.00903247971590565	0.00225811992897641	2.56179816791301	0.165049327047082	"not sign."
"621"	"DNA topoisomerase complex (ATP-hydrolyzing)"	0.0140960937831551	0	0	0	0	0.019934887004621	0	0	0	0	"Species"	4	0.000317919775909606	7.94799439774015e-05	0.999999999999998	0.485657196759214	"not sign."
"622"	"DNA topoisomerase type I activity"	0	0	3.39610364399632	1.9919402253439	0	0	0	0.659343206701883	1.608516032908	0	"Species"	4	19.3902849490424	4.84757123726061	8.02031657298175	0.0211166213322864	"not sign."
"623"	"DNA topoisomerase type II (ATP-hydrolyzing) activity"	0.366498438362033	0	6.03088635398425	0	1.84127419564823	0.518307062120147	0	0.275918055022234	0	0.186929241113612	"Species"	4	52.6422031989254	13.1605507997313	173.294873875722	1.51129088376733e-05	"significant"
"624"	"DNA topological change"	0.366498438362033	0	9.50212520825138	1.75011113007075	1.84127419564823	0.518307062120147	0	0.317037692312143	1.87077447120122	0.186929241113612	"Species"	4	121.287031805424	30.321757951356	38.8352654466031	0.000587622415771655	"significant"
"625"	"DNA translocase activity"	0.0281921875663102	0	0	0	0	0.039869774009242	0	0	0	0	"Species"	4	0.00127167910363842	0.000317919775909606	0.999999999999998	0.485657196759214	"not sign."
"626"	"DNA unwinding involved in DNA replication"	0.507459376193585	0	4.65645127526762	0	1.09870409677805	0.717655932166358	0	2.47862982306103	0	1.55380223469839	"Species"	4	30.6062709854646	7.65156774636615	4.21669827517784	0.073212677021572	"not sign."
"627"	"DNA-(apurinic or apyrimidinic site) lyase activity"	0	0	0.0281921875663102	0	0	0	0	0.039869774009242	0	0	"Species"	4	0.00127167910363842	0.000317919775909606	0.999999999999999	0.485657196759214	"not sign."
"628"	"DNA-3-methyladenine glycosylase activity"	0.335715140682181	0	0	0	0	0.474772905046732	0	0	0	0	"Species"	4	0.180327449093211	0.0450818622733027	1	0.485657196759213	"not sign."
"629"	"DNA-3-methylguanine glycosylase activity"	0.335715140682181	0	0	0	0	0.474772905046732	0	0	0	0	"Species"	4	0.180327449093211	0.0450818622733027	1	0.485657196759213	"not sign."
"630"	"DNA-7-methyladenine glycosylase activity"	0.335715140682181	0	0	0	0	0.474772905046732	0	0	0	0	"Species"	4	0.180327449093211	0.0450818622733027	1	0.485657196759213	"not sign."
"631"	"DNA-7-methylguanine glycosylase activity"	0.335715140682181	0	0	0	0	0.474772905046732	0	0	0	0	"Species"	4	0.180327449093211	0.0450818622733027	1	0.485657196759213	"not sign."
"632"	"DNA-dependent ATPase activity"	0.0422882813494653	0	2.36010668579342	0	0	0.0598046610138631	0	0.546810703049521	0	0	"Species"	4	8.83518310287119	2.2087957757178	36.4995441818843	0.000681817870401594	"significant"
"633"	"DNA-dependent DNA replication"	0.852483999585862	0.211441406747327	7.85740510725928	0	0.824291812019552	0.0892407616616094	0.299023305069315	2.69952655179561	0	0.129110535670851	"Species"	4	88.3885550925806	22.0971387731452	14.9274894970925	0.00548793717460182	"not sign."
"634"	"DNA-directed DNA polymerase activity"	3.05972915472409	0.296017969446258	7.29162959440957	0	16.6476116446023	1.45648673913374	0.418632627097042	1.85952937425573	0	3.64826093830505	"Species"	4	381.514253601641	95.3785634004103	25.0150129248338	0.00167062424617172	"significant"
"635"	"DNA-directed RNA polymerase activity"	0.227864871208006	0	5.96400566867944	0	0	0.235927244878628	0	4.68661894584774	0	0	"Species"	4	55.9068677180519	13.976716929513	3.17363297053194	0.118573166927371	"not sign."
"636"	"DNA-templated transcription, initiation"	0.286576617018152	0	0.0140960937831551	0	0.183249219181016	0.232635845701803	0	0.019934887004621	0	0.259153531060073	"Species"	4	0.138138093496801	0.0345345233742004	1.41910192327267	0.349597113222553	"not sign."
"637"	"DNA-templated transcription, termination"	0.0610391164876695	0	1.00973653216008	0	0	0.0863223463721334	0	0.471108521982557	0	0	"Species"	4	1.58796308034572	0.396990770086431	8.65300330783436	0.0180256393966578	"not sign."
"638"	"dodecenoyl-CoA delta-isomerase activity"	0.169153125397862	0	0	0	0	0.239218644055453	0	0	0	0	"Species"	4	0.0457804477309834	0.0114451119327459	0.999999999999999	0.485657196759214	"not sign."
"639"	"DOPA dioxygenase activity"	0.0140960937831551	0	0	0	0	0.019934887004621	0	0	0	0	"Species"	4	0.000317919775909606	7.94799439774015e-05	0.999999999999998	0.485657196759214	"not sign."
"640"	"dormancy process"	0.0281921875663102	0	0	0	0	0.039869774009242	0	0	0	0	"Species"	4	0.00127167910363842	0.000317919775909606	0.999999999999998	0.485657196759214	"not sign."
"641"	"double-strand break repair"	0.147943049864124	0	0.0281921875663102	0	0.0610391164876695	0.0497439715397156	0	0.039869774009242	0	0.0863223463721334	"Species"	4	0.0303147687063482	0.00757869217658706	3.29061716679803	0.111806546411204	"not sign."
