"","Taxonomic_ID"
"674","cytoplasmic side of plasma membrane"
"675","cytoplasmic stress granule"
"676","cytosine transmembrane transporter activity"
"677","cytoskeleton"
"678","cytosol"
"679","cytosolic dipeptidase activity"
"680","cytosolic DNA-directed RNA polymerase complex"
"681","cytosolic pyruvate dehydrogenase complex"
"682","cytosolic small ribosomal subunit"
"683","cytosolic valyl-tRNA aminoacylation"
"684","D-alanine-D-alanine ligase activity"
"685","D-alanine-poly(phosphoribitol) ligase activity"
"686","D-alanine biosynthetic process"
"687","D-alanine catabolic process"
"688","D-alanyl carrier activity"
"689","D-amino-acid dehydrogenase activity"
"690","D-amino acid catabolic process"
"691","D-amino acid metabolic process"
"692","D-aminoacyl-tRNA deacylase activity"
"693","D-arabinitol 4-dehydrogenase activity"
"694","D-cysteine desulfhydrase activity"
"695","D-galactonate catabolic process"
"696","D-galacturonate catabolic process"
"697","D-glucarate catabolic process"
"698","D-gluconate catabolic process"
"699","D-gluconate metabolic process"
"700","D-glucosamine PTS permease activity"
"701","D-glucuronate catabolic process"
"702","D-glycero-D-manno-heptose 7-phosphate biosynthetic process"
"703","D-lactate dehydrogenase (cytochrome) activity"
"704","D-lactate dehydrogenase activity"
"705","D-methionine transmembrane transporter activity"
"706","D-methionine transport"
"707","D-ribose catabolic process"
"708","D-ribose metabolic process"
"709","D-ribose transmembrane transporter activity"
"710","D-ribulokinase activity"
"711","D-sedoheptulose 7-phosphate isomerase activity"
"712","D-serine ammonia-lyase activity"
"713","D-tagatose 6-phosphate catabolic process"
"714","D-threo-aldose 1-dehydrogenase activity"
"715","D-threonine aldolase activity"
"716","D-tyrosyl-tRNA(Tyr) deacylase activity"
"717","D-xylose 1-dehydrogenase (NADP+) activity"
"718","D-xylose catabolic process"
"719","D-xylose metabolic process"
"720","D-xylose transport"
"721","D(-)-tartrate dehydratase activity"
"722","D,D-heptose 1,7-bisphosphate phosphatase activity"
"723","damaged DNA binding"
"724","dATP pyrophosphohydrolase activity"
"725","dCTP deaminase activity"
"726","deaminase activity"
"727","decanoate--CoA ligase activity"
"728","defense response to bacterium"
"729","defense response to virus"
"730","dehalogenase activity"
"731","dehydratase activity"
"732","dehydrogenase activity"
"733","dehydrogluconate dehydrogenase activity"
"734","denatured protein binding"
"735","deoxyribodipyrimidine photo-lyase activity"
"736","deoxyribonuclease IV (phage-T4-induced) activity"
"737","deoxyribonuclease V activity"
"738","deoxyribonucleotide biosynthetic process"
"739","deoxyribonucleotide catabolic process"
"740","deoxyribose-phosphate aldolase activity"
"741","deoxyribose phosphate catabolic process"
"742","dephospho-CoA kinase activity"
"743","dephosphorylation"
"744","detection of chemical stimulus"
"745","detection of visible light"
"746","dethiobiotin synthase activity"
"747","dextrin alpha-glucosidase activity"
"748","dGTP catabolic process"
"749","dGTPase activity"
"750","diacetyl reductase ((S)-acetoin forming) activity"
"751","diacetylchitobiose metabolic process"
"752","diacylglycerol diphosphate phosphatase activity"
"753","diacylglycerol kinase activity"
"754","diamine N-acetyltransferase activity"
"755","diaminobutyrate-2-oxoglutarate transaminase activity"
"756","diaminohydroxyphosphoribosylaminopyrimidine deaminase activity"
"757","diaminopimelate biosynthetic process"
"758","diaminopimelate decarboxylase activity"
"759","diaminopimelate epimerase activity"
"760","dicarboxylic acid transport"
"761","diguanylate cyclase activity"
"762","dihydrofolate reductase activity"
"763","dihydrofolate synthase activity"
"764","dihydrolipoyl dehydrogenase activity"
"765","dihydrolipoyllysine-residue acetyltransferase activity"
"766","dihydrolipoyllysine-residue succinyltransferase activity"
"767","dihydroneopterin aldolase activity"
"768","dihydroneopterin triphosphate pyrophosphohydrolase activity"
"769","dihydroorotase activity"
"770","dihydroorotate dehydrogenase (fumarate) activity"
"771","dihydroorotate dehydrogenase activity"
"772","dihydropteroate synthase activity"
"773","dihydroxy-acid dehydratase activity"
"774","dimethyl sulfoxide reductase activity"
"775","dimethylallyl diphosphate biosynthetic process"
"776","dimethylallyltranstransferase activity"
"777","dioxygenase activity"
"778","dipeptidase activity"
"779","dipeptide transmembrane transport"
"780","dipeptide transmembrane transporter activity"
"781","dipeptidyl-peptidase activity"
"782","diphosphomevalonate decarboxylase activity"
"783","DNA-(apurinic or apyrimidinic site) lyase activity"
"784","DNA-3-methyladenine glycosylase activity"
"785","DNA-3-methylguanine glycosylase activity"
"786","DNA-7-methyladenine glycosylase activity"
"787","DNA-7-methylguanine glycosylase activity"
"788","DNA-dependent ATPase activity"
"789","DNA-dependent DNA replication"
"790","DNA-directed DNA polymerase activity"
"791","DNA-directed RNA polymerase activity"
"792","DNA-N1-methyladenine dioxygenase activity"
"793","DNA-templated transcription, elongation"
"794","DNA-templated transcription, initiation"
"795","DNA-templated transcription, termination"
"796","DNA binding"
"797","DNA biosynthetic process"
"798","DNA catabolic process"
"799","DNA dealkylation involved in DNA repair"
"800","DNA demethylation"
"801","DNA duplex unwinding"
"802","DNA helicase activity"
"803","DNA helicase complex"
"804","DNA integration"
"805","DNA ligase (ATP) activity"
"806","DNA ligase (NAD+) activity"
"807","DNA ligase activity"
"808","DNA ligation involved in DNA repair"
"809","DNA mediated transformation"
"810","DNA metabolic process"
"811","DNA methylation"
"812","DNA modification"
"813","DNA N-glycosylase activity"
"814","DNA polymerase III complex"
"815","DNA polymerase III, core complex"
"816","DNA primase activity"
"817","DNA recombination"
"818","DNA repair"
"819","DNA replication"
"820","DNA replication initiation"
"821","DNA replication origin binding"
"822","DNA replication proofreading"
"823","DNA replication termination"
"824","DNA replication, Okazaki fragment processing"
"825","DNA replication, synthesis of RNA primer"
"826","DNA synthesis involved in DNA repair"
"827","DNA topoisomerase (ATP-hydrolyzing) inhibitor activity"
"828","DNA topoisomerase activity"
"829","DNA topoisomerase complex (ATP-hydrolyzing)"
"830","DNA topoisomerase type I activity"
"831","DNA topoisomerase type II (ATP-hydrolyzing) activity"
"832","DNA topological change"
"833","DNA translocase activity"
"834","DNA unwinding involved in DNA replication"
"835","dolichyl-phosphate beta-D-mannosyltransferase activity"
"836","double-strand break repair"
"837","double-strand break repair via homologous recombination"
"838","double-strand break repair via nonhomologous end joining"
"839","double-stranded DNA 5'-3' exodeoxyribonuclease activity"
"840","double-stranded DNA binding"
"841","double-stranded DNA endodeoxyribonuclease activity"
"842","double-stranded RNA binding"
"843","drug binding"
"844","drug export"
"845","drug transmembrane transport"
"846","drug transmembrane transporter activity"
"847","drug transport"
"848","dTDP-4-amino-4,6-dideoxygalactose transaminase activity"
"849","dTDP-glucose 4,6-dehydratase activity"
"850","dTDP-rhamnose biosynthetic process"
"851","dTDP biosynthetic process"
"852","dTMP biosynthetic process"
"853","dTTP biosynthetic process"
"854","dTTP diphosphatase activity"
"855","dUMP biosynthetic process"
"856","dUTP biosynthetic process"
"857","dUTP diphosphatase activity"
"858","dUTP metabolic process"
"859","efflux pump complex"
"860","efflux transmembrane transporter activity"
"861","electron carrier activity"
"862","electron transport chain"
"863","electron transport coupled proton transport"
"864","endo-1,4-beta-xylanase activity"
"865","endodeoxyribonuclease activity"
"866","endodeoxyribonuclease activity, producing 5'-phosphomonoesters"
"867","endonuclease activity"
"868","endopeptidase activity"
"869","endopeptidase inhibitor activity"
"870","endoribonuclease activity"
"871","endoribonuclease activity, producing 5'-phosphomonoesters"
"872","endoribonuclease inhibitor activity"
"873","energy transducer activity"
"874","enoyl-[acyl-carrier-protein] reductase (NADH) activity"
"875","enoyl-[acyl-carrier-protein] reductase activity"
"876","enoyl-CoA hydratase activity"
"877","enterobacterial common antigen biosynthetic process"
"878","enterobactin binding"
"879","enterobactin biosynthetic process"
"880","enterobactin synthetase complex"
"881","enterobactin transport"
"882","enterochelin esterase activity"
"883","Entner-Doudoroff pathway through 6-phosphogluconate"
"884","enzyme-directed rRNA 2'-O-methylation"
"885","enzyme-directed rRNA pseudouridine synthesis"
"886","enzyme activity"
"887","enzyme binding"
"888","enzyme inhibitor activity"
"889","enzyme regulator activity"
"890","epoxyqueuosine reductase activity"
"891","erythronolide synthase activity"
"892","erythrose-4-phosphate dehydrogenase activity"
"893","establishment of competence for transformation"
"894","establishment of integrated proviral latency"
"895","establishment or maintenance of cell polarity regulating cell shape"
"896","estradiol 17-beta-dehydrogenase activity"
"897","ethanol oxidation"
"898","ethanolamine ammonia-lyase activity"
"899","ethanolamine catabolic process"
"900","ethanolamine metabolic process"
"901","ether hydrolase activity"
"902","excinuclease ABC activity"
"903","excinuclease repair complex"
"904","exo-1,4-beta-D-glucosaminidase activity"
"905","exodeoxyribonuclease activity"
"906","exodeoxyribonuclease I activity"
"907","exodeoxyribonuclease III activity"
"908","exodeoxyribonuclease V activity"
"909","exodeoxyribonuclease V complex"
"910","exodeoxyribonuclease VII activity"
"911","exodeoxyribonuclease VII complex"
"912","exonuclease activity"
"913","exopolyphosphatase activity"
"914","exoribonuclease activity, producing 5'-phosphomonoesters"
"915","exoribonuclease II activity"
"916","extracellular polysaccharide biosynthetic process"
"917","extracellular region"
"918","extracellular space"
"919","extrachromosomal circular DNA"
"920","extrinsic component of cytoplasmic side of plasma membrane"
"921","extrinsic component of membrane"
"922","extrinsic component of mitochondrial inner membrane"
"923","extrinsic component of plasma membrane"
"924","FAD binding"
"925","FAD biosynthetic process"
"926","farnesyltranstransferase activity"
"927","fatty-acyl-CoA synthase activity"
"928","fatty acid beta-oxidation"
"929","fatty acid beta-oxidation using acyl-CoA dehydrogenase"
"930","fatty acid binding"
"931","fatty acid biosynthetic process"
"932","fatty acid elongation"
"933","fatty acid metabolic process"
"934","fermentation"
"935","ferredoxin-NADP+ reductase activity"
"936","ferredoxin hydrogenase activity"
"937","ferric-enterobactin transmembrane transporter activity"
"938","ferric-enterobactin transport"
"939","ferric-transporting ATPase activity"
"940","ferric iron binding"
"941","ferric iron transmembrane transporter activity"
"942","ferrochelatase activity"
"943","ferrous iron binding"
"944","ferrous iron transmembrane transporter activity"
"945","ferroxidase activity"
"946","fimbrial usher porin activity"
"947","FK506 binding"
"948","flavin adenine dinucleotide binding"
"949","fluoride transmembrane transport"
"950","fluoride transmembrane transporter activity"
"951","FMN adenylyltransferase activity"
"952","FMN binding"
"953","FMN biosynthetic process"
"954","FMN reductase (NADH) activity"
"955","FMN reductase (NADPH) activity"
"956","FMN reductase activity"
"957","folic acid-containing compound biosynthetic process"
"958","folic acid-containing compound metabolic process"
"959","folic acid binding"
"960","folic acid biosynthetic process"
"961","formaldehyde catabolic process"
"962","formamidase activity"
"963","formate-tetrahydrofolate ligase activity"
"964","formate C-acetyltransferase activity"
"965","formate dehydrogenase (cytochrome-c-553) activity"
"966","formate dehydrogenase (NAD+) activity"
"967","formate dehydrogenase (quinone) activity"
"968","formate dehydrogenase complex"
"969","formate oxidation"
"970","formate transmembrane transporter activity"
"971","formyl-CoA transferase activity"
"972","formyltetrahydrofolate deformylase activity"
"973","four-way junction helicase activity"
"974","fructokinase activity"
"975","fructose-bisphosphate aldolase activity"
"976","fructose 1,6-bisphosphate 1-phosphatase activity"
"977","fructose 1,6-bisphosphate metabolic process"
"978","fructose 5-dehydrogenase activity"
"979","fructose 6-phosphate metabolic process"
"980","fructose catabolic process"
"981","fructuronate reductase activity"
"982","FtsZ-dependent cytokinesis"
"983","fucose catabolic process"
"984","fucose metabolic process"
"985","fucosyltransferase activity"
"986","fumarate hydratase activity"
"987","fumarate metabolic process"
"988","fumarylacetoacetase activity"
"989","galactarate catabolic process"
"990","galactarate dehydratase activity"
"991","galactitol catabolic process"
"992","galactitol metabolic process"
"993","galactokinase activity"
"994","galactonate dehydratase activity"
"995","galactose binding"
"996","galactose catabolic process"
"997","galactose catabolic process via UDP-galactose"
"998","galactose metabolic process"
"999","galactose transport"
"1000","galactoside O-acetyltransferase activity"
"1001","gamma-aminobutyric acid catabolic process"
"1002","gamma-aminobutyric acid metabolic process"
"1003","gamma-aminobutyric acid transmembrane transporter activity"
"1004","gamma-butyrobetaine dioxygenase activity"
"1005","gamma-glutamyl-gamma-aminobutyrate hydrolase activity"
"1006","GDP-6-deoxy-D-talose 4-dehydrogenase activity"
"1007","GDP-mannose 4,6-dehydratase activity"
"1008","GDP-mannose 6-dehydrogenase activity"
"1009","GDP-mannose biosynthetic process"
"1010","generation of precursor metabolites and energy"
"1011","geranyltranstransferase activity"
"1012","glucan 1,3-alpha-glucosidase activity"
"1013","glucan 1,4-alpha-glucosidase activity"
"1014","glucan biosynthetic process"
"1015","glucokinase activity"
"1016","gluconate 5-dehydrogenase activity"
"1017","gluconate transmembrane transport"
"1018","gluconate transmembrane transporter activity"
"1019","gluconeogenesis"
"1020","gluconokinase activity"
"1021","gluconolactonase activity"
"1022","glucosamine-1-phosphate N-acetyltransferase activity"
"1023","glucosamine-6-phosphate deaminase activity"
"1024","glucosamine catabolic process"
"1025","glucose-1-phosphatase activity"
"1026","glucose-1-phosphate adenylyltransferase activity"
"1027","glucose-1-phosphate thymidylyltransferase activity"
"1028","glucose-6-phosphate 1-epimerase activity"
"1029","glucose-6-phosphate dehydrogenase activity"
"1030","glucose-6-phosphate isomerase activity"
"1031","glucose-fructose oxidoreductase activity"
"1032","glucose 1-dehydrogenase [NAD(P)] activity"
"1033","glucose 6-phosphate metabolic process"
"1034","glucose binding"
"1035","glucose catabolic process"
"1036","glucose metabolic process"
"1037","glucose transmembrane transport"
"1038","glucose transmembrane transporter activity"
"1039","glucuronosyltransferase activity"
"1040","glutamate-1-semialdehyde 2,1-aminomutase activity"
"1041","glutamate-ammonia ligase activity"
"1042","glutamate-cysteine ligase activity"
"1043","glutamate-putrescine ligase activity"
"1044","glutamate-tRNA ligase activity"
"1045","glutamate 5-kinase activity"
"1046","glutamate biosynthetic process"
"1047","glutamate catabolic process to 2-oxoglutarate"
"1048","glutamate dehydrogenase (NAD+) activity"
"1049","glutamate racemase activity"
"1050","glutamate synthase (ferredoxin) activity"
"1051","glutamate synthase (NADH) activity"
"1052","glutamate synthase (NADPH) activity"
"1053","glutamate synthase activity"
"1054","glutamate:sodium symporter activity"
"1055","glutaminase activity"
"1056","glutamine-fructose-6-phosphate transaminase (isomerizing) activity"
"1057","glutamine-tRNA ligase activity"
"1058","glutamine biosynthetic process"
"1059","glutamine metabolic process"
"1060","glutaminyl-tRNA aminoacylation"
"1061","glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity"
"1062","glutamyl-tRNA aminoacylation"
"1063","glutamyl-tRNA reductase activity"
"1064","glutamyl-tRNA(Gln) amidotransferase complex"
"1065","glutarate-semialdehyde dehydrogenase activity"
"1066","glutathione-disulfide reductase activity"
"1067","glutathione-regulated potassium exporter activity"
"1068","glutathione biosynthetic process"
"1069","glutathione catabolic process"
"1070","glutathione hydrolase activity"
"1071","glutathione metabolic process"
"1072","glutathione synthase activity"
"1073","glutathione transferase activity"
"1074","glutathione transmembrane transport"
"1075","glutathionylspermidine amidase activity"
"1076","glutathionylspermidine synthase activity"
"1077","glyceraldehyde-3-phosphate dehydrogenase (NAD+) (non-phosphorylating) activity"
"1078","glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity"
"1079","glycerate dehydrogenase activity"
"1080","glycerate kinase activity"
"1081","glycerol-3-phosphate-transporting ATPase activity"
"1082","glycerol-3-phosphate biosynthetic process"
"1083","glycerol-3-phosphate catabolic process"
"1084","glycerol-3-phosphate cytidylyltransferase activity"
"1085","glycerol-3-phosphate dehydrogenase [NAD(P)+] activity"
"1086","glycerol-3-phosphate dehydrogenase [NAD+] activity"
"1087","glycerol-3-phosphate dehydrogenase activity"
"1088","glycerol-3-phosphate dehydrogenase complex"
"1089","glycerol-3-phosphate metabolic process"
"1090","glycerol-3-phosphate O-acyltransferase activity"
"1091","glycerol-3-phosphate transport"
"1092","glycerol 2-dehydrogenase (NADP+) activity"
"1093","glycerol catabolic process"
"1094","glycerol dehydrogenase (acceptor) activity"
"1095","glycerol dehydrogenase [NAD+] activity"
"1096","glycerol ether metabolic process"
"1097","glycerol kinase activity"
"1098","glycerol metabolic process"
"1099","glycerone kinase activity"
"1100","glycerophosphodiester phosphodiesterase activity"
"1101","glycerophosphodiester transport"
"1102","glycerophospholipid biosynthetic process"
"1103","glycerophospholipid metabolic process"
"1104","glycine-tRNA ligase activity"
"1105","glycine amidinotransferase activity"
"1106","glycine betaine biosynthetic process from choline"
"1107","glycine betaine transport"
"1108","glycine biosynthetic process"
"1109","glycine biosynthetic process from serine"
"1110","glycine C-acetyltransferase activity"
"1111","glycine catabolic process"
"1112","glycine cleavage complex"
"1113","glycine decarboxylation via glycine cleavage system"
"1114","glycine dehydrogenase (decarboxylating) activity"
"1115","glycine hydroxymethyltransferase activity"
"1116","glycine oxidase activity"
"1117","glycogen (starch) synthase activity"
"1118","glycogen biosynthetic process"
"1119","glycogen catabolic process"
"1120","glycogen debranching enzyme activity"
"1121","glycogen phosphorylase activity"
"1122","glycolaldehyde dehydrogenase activity"
"1123","glycolate biosynthetic process"
"1124","glycolate dehydrogenase activity"
"1125","glycolate oxidase activity"
"1126","glycolate oxidase complex"
"1127","glycolate transmembrane transporter activity"
"1128","glycolipid biosynthetic process"
"1129","glycolytic process"
"1130","glycyl-tRNA aminoacylation"
"1131","glyoxylate catabolic process"
"1132","glyoxylate cycle"
"1133","glyoxylate reductase (NADP) activity"
"1134","glyoxylate reductase activity"
"1135","GMP biosynthetic process"
"1136","GMP reductase activity"
"1137","GMP reductase complex"
"1138","GMP synthase (glutamine-hydrolyzing) activity"
"1139","GMP synthase activity"
"1140","GPI anchor biosynthetic process"
"1141","Gram-negative-bacterium-type cell outer membrane assembly"
"1142","Gram-negative-bacterium-type cell wall"
"1143","Gram-negative-bacterium-type cell wall biogenesis"
"1144","GTP binding"
"1145","GTP biosynthetic process"
"1146","GTP cyclohydrolase activity"
"1147","GTP cyclohydrolase I activity"
"1148","GTP cyclohydrolase II activity"
"1149","GTP diphosphokinase activity"
"1150","GTPase activator activity"
"1151","GTPase activity"
"1152","guanidinobutyrase activity"
"1153","guanidinopropionase activity"
"1154","guanine import across plasma membrane"
"1155","guanine phosphoribosyltransferase activity"
"1156","guanine transmembrane transporter activity"
"1157","guanosine-3',5'-bis(diphosphate) 3'-diphosphatase activity"
"1158","guanosine-5'-triphosphate,3'-diphosphate diphosphatase activity"
"1159","guanosine pentaphosphate catabolic process"
"1160","guanosine phosphorylase activity"
"1161","guanosine tetraphosphate biosynthetic process"
"1162","guanosine tetraphosphate metabolic process"
"1163","guanylate kinase activity"
"1164","guanylyltransferase activity"
"1165","haloalkane dehalogenase activity"
"1166","heat shock protein binding"
"1167","helicase activity"
"1168","heme-transporting ATPase activity"
"1169","heme binding"
"1170","heme biosynthetic process"
"1171","heme metabolic process"
"1172","heme O biosynthetic process"
"1173","heme transporter activity"
"1174","heparin binding"
"1175","heptaprenyl diphosphate synthase activity"
"1176","heptose-1-phosphate adenylyltransferase activity"
"1177","heptose 7-phosphate kinase activity"
"1178","hexaprenyldihydroxybenzoate methyltransferase activity"
"1179","hexose metabolic process"
"1180","high-affinity iron permease complex"
"1181","high-affinity zinc uptake transmembrane transporter activity"
"1182","histidine-tRNA ligase activity"
"1183","histidine ammonia-lyase activity"
"1184","histidine biosynthetic process"
"1185","histidine catabolic process to glutamate and formamide"
"1186","histidine catabolic process to glutamate and formate"
"1187","histidine phosphotransfer kinase activity"
"1188","histidinol-phosphatase activity"
"1189","histidinol-phosphate transaminase activity"
"1190","histidinol dehydrogenase activity"
"1191","histidyl-tRNA aminoacylation"
"1192","Holliday junction helicase complex"
"1193","holo-[acyl-carrier-protein] synthase activity"
"1194","holo-citrate lyase synthase activity"
"1195","homocysteine metabolic process"
"1196","homoserine biosynthetic process"
"1197","homoserine dehydrogenase activity"
"1198","homoserine kinase activity"
"1199","homoserine O-acetyltransferase activity"
"1200","homoserine O-succinyltransferase activity"
"1201","host cell cytoplasm"
"1202","host cell cytosol"
"1203","host cell endoplasmic reticulum"
"1204","host cell membrane"
"1205","host cell nucleus"
"1206","HslUV protease complex"
"1207","hydro-lyase activity"
"1208","hydrogen ion transmembrane transport"
"1209","hydrogen ion transmembrane transporter activity"
"1210","hydrogen peroxide catabolic process"
"1211","hydrogen sulfide biosynthetic process"
"1212","hydrogen:amino acid symporter activity"
"1213","hydrogen:potassium-exchanging ATPase activity"
"1214","hydrogensulfite reductase activity"
"1215","hydrolase activity"
"1216","hydrolase activity, acting on acid anhydrides"
"1217","hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"
"1218","hydrolase activity, acting on acid carbon-carbon bonds, in ketonic substances"
"1219","hydrolase activity, acting on acid halide bonds, in C-halide compounds"
"1220","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds"
"1221","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides"
"1222","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines"
"1223","hydrolase activity, acting on ester bonds"
"1224","hydrolase activity, acting on glycosyl bonds"
"1225","hydrolase activity, hydrolyzing N-glycosyl compounds"
"1226","hydrolase activity, hydrolyzing O-glycosyl compounds"
"1227","hydroperoxide reductase activity"
"1228","hydroxyacylglutathione hydrolase activity"
"1229","hydroxyethylthiazole kinase activity"
"1230","hydroxylamine reductase activity"
"1231","hydroxymethyl-, formyl- and related transferase activity"
"1232","hydroxymethylbilane synthase activity"
"1233","hydroxymethylglutaryl-CoA synthase activity"
"1234","hydroxymethylpyrimidine kinase activity"
"1235","hydroxypyruvate isomerase activity"
"1236","hydroxypyruvate reductase activity"
"1237","hyperosmotic response"
"1238","hypoxanthine phosphoribosyltransferase activity"
"1239","hypoxanthine transport"
"1240","identical protein binding"
"1241","imidazoleglycerol-phosphate dehydratase activity"
"1242","imidazoleglycerol-phosphate synthase activity"
"1243","imidazolonepropionase activity"
"1244","IMP biosynthetic process"
"1245","IMP cyclohydrolase activity"
"1246","IMP dehydrogenase activity"
"1247","IMP salvage"
"1248","indole-3-glycerol-phosphate lyase activity"
"1249","indole-3-glycerol-phosphate synthase activity"
"1250","indoleacetamide hydrolase activity"
"1251","indolepyruvate decarboxylase activity"
"1252","inorganic anion transmembrane transporter activity"
"1253","inorganic diphosphatase activity"
"1254","inorganic phosphate transmembrane transporter activity"
"1255","inosine kinase activity"
"1256","inositol 2-dehydrogenase activity"
"1257","inositol catabolic process"
"1258","inositol monophosphate 1-phosphatase activity"
"1259","inositol monophosphate 3-phosphatase activity"
"1260","inositol monophosphate 4-phosphatase activity"
"1261","inositol phosphate dephosphorylation"
"1262","integral component of cell outer membrane"
"1263","integral component of membrane"
"1264","integral component of mitochondrial inner membrane"
"1265","integral component of plasma membrane"
"1266","integrase activity"
"1267","intein-mediated protein splicing"
"1268","internal peptidyl-lysine acetylation"
"1269","interstrand cross-link repair"
"1270","intracellular protein transmembrane transport"
"1271","intracellular protein transport"
"1272","intracellular signal transduction"
"1273","intramolecular lyase activity"
"1274","intramolecular oxidoreductase activity, interconverting aldoses and ketoses"
"1275","intramolecular oxidoreductase activity, interconverting keto- and enol-groups"
"1276","intramolecular transferase activity"
"1277","intramolecular transferase activity, phosphotransferases"
"1278","intrinsic component of membrane"
"1279","intrinsic component of plasma membrane"
"1280","intrinsic component of the cytoplasmic side of the plasma membrane"
"1281","ion channel activity"
"1282","ion transmembrane transport"
"1283","ion transport"
"1284","ionotropic glutamate receptor activity"
"1285","iron-chelate-transporting ATPase activity"
"1286","iron-sulfur cluster assembly"
"1287","iron-sulfur cluster binding"
"1288","iron chelate transmembrane transporter activity"
"1289","iron ion binding"
"1290","iron ion homeostasis"
"1291","iron ion transmembrane transporter activity"
"1292","iron ion transport"
"1293","isochorismatase activity"
"1294","isochorismate synthase activity"
"1295","isocitrate dehydrogenase (NADP+) activity"
"1296","isoleucine-tRNA ligase activity"
"1297","isoleucine biosynthetic process"
"1298","isoleucyl-tRNA aminoacylation"
"1299","isomaltulose synthase activity"
"1300","isomerase activity"
"1301","isopentenyl-diphosphate delta-isomerase activity"
"1302","isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway"
"1303","isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway involved in terpenoid biosynthetic process"
"1304","isopentenyl diphosphate biosynthetic process, mevalonate pathway"
"1305","isoprenoid biosynthetic process"
"1306","isoprenoid catabolic process"
"1307","isoquinoline 1-oxidoreductase activity"
"1308","Kdo2-lipid A biosynthetic process"
"1309","keto-3-deoxy-D-manno-octulosonic acid biosynthetic process"
"1310","ketol-acid reductoisomerase activity"
"1311","ketotetrose-phosphate aldolase activity"
"1312","kinase activity"
"1313","kynurenine-oxoglutarate transaminase activity"
"1314","L-alanine biosynthetic process from pyruvate"
"1315","L-alanine:2-oxoglutarate aminotransferase activity"
"1316","L-amino acid efflux transmembrane transporter activity"
"1317","L-arabinose-importing ATPase activity"
"1318","L-arabinose 1-dehydrogenase (NAD+) activity"
"1319","L-arabinose catabolic process"
"1320","L-arabinose catabolic process to xylulose 5-phosphate"
"1321","L-arabinose isomerase activity"
"1322","L-arabinose transport"
"1323","L-arginine import across plasma membrane"
"1324","L-ascorbic acid binding"
"1325","L-ascorbic acid catabolic process"
"1326","L-ascorbic acid metabolic process"
"1327","L-asparagine biosynthetic process"
"1328","L-aspartate oxidase activity"
"1329","L-aspartate:2-oxoglutarate aminotransferase activity"
"1330","L-aspartate:fumarate oxidoreductase activity"
"1331","L-cysteine desulfhydrase activity"
"1332","L-cystine L-cysteine-lyase (deaminating)"
"1333","L-cystine transmembrane transporter activity"
"1334","L-cystine transport"
"1335","L-fuconate dehydratase activity"
"1336","L-fucose catabolic process"
"1337","L-fucose isomerase activity"
"1338","L-fuculokinase activity"
"1339","L-glutamate biosynthetic process"
"1340","L-glutamate transport"
"1341","L-iditol 2-dehydrogenase activity"
"1342","L-idonate 5-dehydrogenase activity"
"1343","L-idonate catabolic process"
"1344","L-isoleucine transaminase activity"
"1345","L-lactate dehydrogenase activity"
"1346","L-leucine transaminase activity"
"1347","L-leucine:2-oxoglutarate aminotransferase activity"
"1348","L-lysine catabolic process"
"1349","L-lysine catabolic process to acetyl-CoA via saccharopine"
"1350","L-lysine efflux transmembrane transporter activity"
"1351","L-lysine transmembrane transport"
"1352","L-lysine transport"
"1353","L-lyxose metabolic process"
"1354","L-malate dehydrogenase activity"
"1355","L-methionine-(R)-S-oxide reductase activity"
"1356","L-methionine biosynthetic process from homoserine via O-succinyl-L-homoserine and cystathionine"
"1357","L-methionine biosynthetic process from methylthioadenosine"
"1358","L-methionine biosynthetic process from S-adenosylmethionine"
"1359","L-methionine transmembrane transporter activity"
"1360","L-phenylalanine biosynthetic process"
"1361","L-phenylalanine biosynthetic process from chorismate via phenylpyruvate"
"1362","L-phenylalanine transmembrane transporter activity"
"1363","L-phenylalanine:2-oxoglutarate aminotransferase activity"
"1364","L-proline biosynthetic process"
"1365","L-ribulose-5-phosphate 3-epimerase activity"
"1366","L-ribulose-phosphate 4-epimerase activity"
"1367","L-serine ammonia-lyase activity"
"1368","L-serine biosynthetic process"
"1369","L-serine catabolic process"
"1370","L-serine hydro-lyase (adding indole, L-tryptophan-forming) activity"
"1371","L-seryl-tRNASec selenium transferase activity"
"1372","L-threonine 3-dehydrogenase activity"
"1373","L-threonine ammonia-lyase activity"
"1374","L-threonine catabolic process to glycine"
"1375","L-threonine catabolic process to propionate"
"1376","L-threonylcarbamoyladenylate synthase"
"1377","L-tryptophan transmembrane transporter activity"
"1378","L-tyrosine transmembrane transporter activity"
"1379","L-tyrosine:2-oxoglutarate aminotransferase activity"
"1380","L-valine transaminase activity"
"1381","L-valine transmembrane transporter activity"
"1382","L,L-diaminopimelate aminotransferase activity"
"1383","lactaldehyde dehydrogenase activity"
"1384","lactate oxidation"
"1385","lactose transport"
"1386","lactoylglutathione lyase activity"
"1387","large ribosomal subunit"
